,date,rating,title,review
4,февр. 2020 г.,"5,0 из 5 кружков",Зарядись энергией,"Одно из моих любимых мест Лондона. Прогулка по парку заряжает энергией и позитивом на весь день. Парк прекрасен как на восходе, так и в полуденные часы. Рекомендую особое внимание уделить монументу Альберта, прудам и потрясающим белкам, которых в парке очень много. "
5,янв. 2020 г.,"5,0 из 5 кружков",Красивый английский парк,Парк в центре Лондона с большим озером. Есть лодочная станция. Огромные партеры. Есть цветники и тенистые аллеи. С одной стороны парк примыкает к одному из королевских дворцов и королевскому саду с оранжереей. В парке есть площадка с аттракционами и колесом обозрения. В парке открыт мемориал памяти принцессы Дианы. 
6,сент. 2019 г.,"5,0 из 5 кружков",Гуляю всегда с пикником,"Гайд парк люблю! И в каждую свою поездку стараюсь выбраться в этот парк на пикник, с пледиком или без, просто на кресле посидеть с бутербродом. Люблю его почему-то больше других парков за особую атмосферу! И кормлю белок всегда )"
7,сент. 2019 г. • С друзьями,"5,0 из 5 кружков",Отлично. ,"Шикарный парк, с хорошими дорожками и водоемами! Очень чисто. Люди отдыхают прямо на траве :) Кругом бегают белки, что для людей из стран СНГ - поразительно! "
8,янв. 2019 г.,"5,0 из 5 кружков",Гайд парк,"При посещения Лондона обязательно нужно посетить Гайд-Парк. Я когда прилетаю в Лондон, всегда прихожу в Парк, захожу в кафе у пруда, беру кофе, пирожное и иду к траве. В любом месте можно сесть или лечь и просто отдыхать, читать книгу, общаться с друзьями или просто лежать и мечтать/ Энергетически очень приятное место. По утрам иногда бегаю."
9,июнь 2019 г.,"5,0 из 5 кружков",Замечательно!,"Speaker's corner in Hyde Park -ожидала увидеть какое-то возвышение из камня, типа коробки. Но это прпосто маленькое кафе, где можно посидеть и обсудить новости."
0,нояб. 2019 г. • Семейный отдых,"5,0 из 5 кружков",И осенью Гайд-Парк прекрасен,"Место для созерцания природы, где не хочется никуда торопиться. Ведичественный английский парк. Много практически ручных животных: белки, лебеди, утки. Возьмите с собой хлеб. Животные подходят совсем близко. "
1,окт. 2019 г. • Семейный отдых,"5,0 из 5 кружков","Заборов нет, птицы не пуганы, свобода...","Для прогулок, созерцания, спорта и отдыха.Парк идеально вписан в городскую среду, заборов нет, очень красиво!"
2,март 2019 г.,"4,0 из 5 кружков",Культовое место,"Для меня это ассоциация с самым масштабным концертом группы Queen. Когда посещали это место проходила демонстрация против Brexit, поэтом как следует прогуляться и понять, что из себя представляет парк не получилось. Но это место, как я понял, не для прогулок."
3,авг. 2019 г.,"5,0 из 5 кружков",Зелено,"отличное зеленое место в центре города. Приятно погулять в Кенсингтонском дворце ,обойти Мраморную арку ,полюбоваться мемориалом принца Альберта и Альберт Холлом ,Мемориалом принцессы Дианы,а потом поваляться на мягкой ,чистой ,зеленой травке."
4,авг. 2019 г.,"5,0 из 5 кружков",Знаменитый пак в центре Лондона,"Прекрасный парк в центре города, прогулявшись  о Гайд-парку  можно попасть в Кенсингтонские сады, а там и во дворец (о нем в другом отзыве). Можно отдохнуть на берегу озера, арендовав шезлонг, или покататься на катамаранах,покормить с рук лебедей или просто погулять по дорожкам вдыхая аромат цветов."
5,июнь 2019 г. • Путешествие в одиночку,"5,0 из 5 кружков","Прекрасный парк, есть где разгуляться","Была прекрасная погода, отличное настроение. Не смогла отказать себе в удовольствии прогуляться по нему."
6,июль 2019 г. • Бизнес,"3,0 из 5 кружков",Парк,"Если честно не особо понимаю восхищений о данном месте. Парк как парк. Велодорожки, деревья, большое озеро с огромным количеством птиц-гусей-лебедей и катамаранов (когда они заняты людьми места для катания почти нет), обилие полянок для отдыха, скамеек, кафешек и платных стульев-шезлонгов.  Измайсловский парк в Москве гораздо круче, про Парк Горького вообще молчу - ни в какое сравнение не идет."
7,апр. 2019 г. • Для двоих,"5,0 из 5 кружков",Городской лес,"Огромная  лесопарковая зона, вековые  деревья, зеленые газоны, и простор  вокруг.  Тишина  и  спокойствие,  цветут  ярким  колером  цветы, деревья  и  кустарники. Пацаны  ставят  рюкзаки  вместо футбольных  ворот  и бьются на десятках импровизированных футбольных  полей. В  прудах  множество водоплавающих  птиц, здесь и  лебеди  и  утки  и  несколько  видов  гусей, все  ручные, все  кормятся  прямо  из  рук. Памятники,дворцы. Гуляешь и  никак не  ""напьешься""  свежего  воздуха"
8,май 2019 г. • С друзьями,"5,0 из 5 кружков",Nice Green Park ,"Nice park with some flowers 💐 good for walking and for picnic 🧺 парк находится в центре города, хорошо там побывать в хорошую погоду. Много разной живности там обитает. "
9,март 2019 г. • С друзьями,"5,0 из 5 кружков",здесь есть попугайчики,"совершенно случайно зашли в парк. была хорошая погода, мы решили передохнуть между посещением музея ест наук и виктории и альберта (10 минут пешком). парк большой, множество лебедей и уточек, белочки. а самые интересные жители - это зеленые попугайчики, и если изловчиться, то можно их покормить)))"
